"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2022', 'Quantity')","('Mar 2022', 'CIF (Baht)')","('Jan - Mar 2022', 'Quantity')","('Jan - Mar 2022', 'CIF (Baht)')"
BE,BELGIUM,41775,3481901,122850,10899179
CN,CHINA,414457,20130052,905219,40591053
HK,HONG KONG,0,0,21,3412
IN,INDIA,0,0,5,761
IT,ITALY,0,0,41075,5398770
JP,JAPAN,499570,45098374,1205099,126751178
KR,"KOREA,REPUBLIC OF",486250,38209947,2737924,292813582
MY,MALAYSIA,68270,4805667,145400,8536554
NL,NETHERLANDS,0,0,73250,7513841
SA,SAUDI ARABIA,0,0,445500,46662232
ES,SPAIN,50,28596,50,28596
SE,SWEDEN,0,0,46200,2525812
TW,"TAIWAN, PROVINCE OF CHINA",816720,68862469,3457195,324950825
GB,UNITED KINGDOM,31000,4508925,70500,10362560
US,UNITED STATES,60756,5856362,171391,14792078
VN,VIETNAM,1800,192364,43475,1758107
SUM,SUM,2420648,191174657,9465154,893588540
