"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2016', 'Quantity')","('Mar 2016', 'CIF (Baht)')","('Jan - Mar 2016', 'Quantity')","('Jan - Mar 2016', 'CIF (Baht)')"
FR,FRANCE,500,104194,500,104194
HK,HONG KONG,13,2839,13,2839
ID,INDONESIA,0,0,400,115024
IT,ITALY,13,6236,13,6236
JP,JAPAN,8000,1442772,27674,5864840
KR,"KOREA,REPUBLIC OF",23870,894367,23870,894367
MY,MALAYSIA,0,0,5000,480875
QA,QATAR,16500,632004,49500,1933678
US,UNITED STATES,0,0,9,9284
SUM,SUM,48896,3082412,106979,9411337
