"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2021', 'Quantity')","('Dec 2021', 'CIF (Baht)')","('Jan - Dec 2021', 'Quantity')","('Jan - Dec 2021', 'CIF (Baht)')"
CN,CHINA,50003,3007333,231798,13708738
DE,GERMANY,50,26959,50,26959
HK,HONG KONG,0,0,76,48087
ID,INDONESIA,0,0,25,7336
JP,JAPAN,16860,3279721,419776,43418279
KR,"KOREA,REPUBLIC OF",144000,7687626,1424000,69047235
MY,MALAYSIA,0,0,0,81
SG,SINGAPORE,15000,1071955,165000,10548693
TW,"TAIWAN, PROVINCE OF CHINA",0,0,75,21859
US,UNITED STATES,0,0,27370,10840944
SUM,SUM,225913,15073594,2268170,147668211
