"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2016', 'Quantity')","('Sept 2016', 'CIF (Baht)')","('Jan - Sept 2016', 'Quantity')","('Jan - Sept 2016', 'CIF (Baht)')"
BE,BELGIUM,26125,1413874,181500,8798075
CN,CHINA,8500,1503755,30588,5387277
FR,FRANCE,13,1186,13,1186
DE,GERMANY,0,0,1214,59262
ID,INDONESIA,25,5309,25,5309
IT,ITALY,0,0,1375,112233
JP,JAPAN,9002,744725,96316,7466825
KR,"KOREA,REPUBLIC OF",57000,2733372,245400,11984365
MY,MALAYSIA,54,59994,40079,883644
QA,QATAR,0,0,153000,6539670
SA,SAUDI ARABIA,194850,8087668,438750,19340180
TW,"TAIWAN, PROVINCE OF CHINA",0,0,6500,768078
UA,UKRAINE,0,0,5125,207761
AE,UNITED ARAB EMIRATES,0,0,24750,951799
GB,UNITED KINGDOM,0,0,26,20747
US,UNITED STATES,0,0,835,536413
VN,VIETNAM,0,0,1010,35081
SUM,SUM,295569,14549883,1226506,63097905
