"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Feb 2019', 'Quantity')","('Feb 2019', 'CIF (Baht)')","('Jan - Feb 2019', 'Quantity')","('Jan - Feb 2019', 'CIF (Baht)')"
BE,BELGIUM,0,0,24000,2626243
CN,CHINA,20200,1620211,36700,3015622
DE,GERMANY,50,25947,100,53641
HK,HONG KONG,1180,154048,1180,154048
JP,JAPAN,98000,8380000,133000,10958714
KR,"KOREA,REPUBLIC OF",32750,1827430,146500,9450946
MY,MALAYSIA,0,0,10000,599673
AE,UNITED ARAB EMIRATES,0,0,378000,17609709
US,UNITED STATES,498260,30169333,719640,45273440
VN,VIETNAM,44775,2393983,44775,2393983
SUM,SUM,695215,44570952,1493895,92136019
