"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2018', 'Quantity')","('May 2018', 'CIF (Baht)')","('Jan - May 2018', 'Quantity')","('Jan - May 2018', 'CIF (Baht)')"
CA,CANADA,0,0,600,107681
CN,CHINA,20026,1184248,46432,2973310
FR,FRANCE,0,0,1100,193189
HK,HONG KONG,35,12615,64,24532
IN,INDIA,0,0,6,2877
JP,JAPAN,20000,1955349,83827,8491421
KR,"KOREA,REPUBLIC OF",0,0,24000,1682977
SG,SINGAPORE,49500,2107981,371377,15729812
AE,UNITED ARAB EMIRATES,0,0,39000,1895060
GB,UNITED KINGDOM,0,0,5,2735
US,UNITED STATES,3176,395621,19257,2055239
SUM,SUM,92737,5655814,585668,33158833
