"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2021', 'Quantity')","('May 2021', 'CIF (Baht)')","('Jan - May 2021', 'Quantity')","('Jan - May 2021', 'CIF (Baht)')"
AT,AUSTRIA,0,0,760,1086986
BE,BELGIUM,500,100949,36900,2808880
BR,BRAZIL,382,137660,4393,1586880
CA,CANADA,4001,551931,4002,568248
CN,CHINA,75452,5471333,1282115,69300354
CZ,CZECH REPUBLIC,0,0,2,682
FR,FRANCE,21940,1143361,110417,5861917
DE,GERMANY,20585,5291150,41428,10675413
HK,HONG KONG,0,0,214252,18082071
IN,INDIA,0,0,255,52992
ID,INDONESIA,80,24834,22606,1997579
IT,ITALY,0,0,762,113543
JP,JAPAN,187320,31125824,1073728,170454407
KR,"KOREA,REPUBLIC OF",282450,18656137,1821700,98456867
MY,MALAYSIA,133800,9947549,519471,38863336
NL,NETHERLANDS,239975,19873962,414529,35254279
NO,NORWAY,420,160905,420,160905
SA,SAUDI ARABIA,148500,7205600,864000,35128100
SG,SINGAPORE,70201,9195594,329971,40655243
ZA,SOUTH AFRICA,0,0,0,185
CH,SWITZERLAND,0,383,430,345942
TW,"TAIWAN, PROVINCE OF CHINA",3535,2551504,5978,2778078
TH,THAILAND,0,0,25,5440
AE,UNITED ARAB EMIRATES,420750,21534315,2549250,108135487
GB,UNITED KINGDOM,21000,2870545,26200,3411723
US,UNITED STATES,125784,20929745,667764,103706272
VN,VIETNAM,6000,512725,38151,2837110
SUM,SUM,1762675,157286006,10029509,752328919
