"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2012', 'Quantity')","('Jun 2012', 'CIF (Baht)')","('Jan - Jun 2012', 'Quantity')","('Jan - Jun 2012', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,501167,22775235
AT,AUSTRIA,0,0,8000,482849
BD,BANGLADESH,0,0,25,3874
BE,BELGIUM,321510,23233404,793479,54064109
BR,BRAZIL,0,0,1100,837172
CA,CANADA,550,170424,550,170424
CN,CHINA,846772,59567545,3838564,270224594
FI,FINLAND,0,0,64625,3871210
FR,FRANCE,91375,5981829,411877,25218643
DE,GERMANY,25,11954,162966,18758528
HK,HONG KONG,2072,212637,38800,4823348
IN,INDIA,150000,6570812,212825,12229340
ID,INDONESIA,101658,5882330,200059,16653517
IL,ISRAEL,0,0,12000,1315432
IT,ITALY,2410,339679,22431,3029765
JP,JAPAN,1289974,119472043,7786695,676369414
KR,"KOREA,REPUBLIC OF",1999178,118994366,10540687,606797988
KW,KUWAIT,0,0,123750,5507310
MY,MALAYSIA,288859,25196893,1366263,105264789
NL,NETHERLANDS,49550,4432399,485925,43184590
NZ,NEW ZEALAND,0,0,2750,179616
PH,PHILIPPINES,0,0,306000,12879086
PT,PORTUGAL,0,0,2000,65291
QA,QATAR,0,0,16500,741262
SA,SAUDI ARABIA,4047250,187114314,29321000,1297175112
SG,SINGAPORE,1235910,77074661,5016391,303709541
ZA,SOUTH AFRICA,346500,16487876,346500,16487876
ES,SPAIN,0,0,39900,4295888
SE,SWEDEN,125,28258,125,28258
TW,"TAIWAN, PROVINCE OF CHINA",36247,2320120,291645,20211819
TH,THAILAND,15800,276750,29100,1295255
AE,UNITED ARAB EMIRATES,620125,25233884,3937377,166325769
GB,UNITED KINGDOM,0,0,300,99534
US,UNITED STATES,1212990,67640635,3361270,195088392
VN,VIETNAM,49830,2425498,720556,32879573
SUM,SUM,12708710,748668311,69963202,3923044403
