"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2022', 'Quantity')","('Jul 2022', 'CIF (Baht)')","('Jan - Jul 2022', 'Quantity')","('Jan - Jul 2022', 'CIF (Baht)')"
AT,AUSTRIA,11700,1382312,38545,4888931
BE,BELGIUM,0,0,7,1097
BN,BRUNEI DARUSSALAM,0,0,1,300
CN,CHINA,2421474,132218410,15870428,824400889
DK,DENMARK,0,0,1,1887
FI,FINLAND,0,0,0,400
FR,FRANCE,21,16598,3466,613043
DE,GERMANY,26225,2525593,104646,13087168
HK,HONG KONG,17,8968,155,63376
IN,INDIA,3000,136414,674086,28057511
ID,INDONESIA,37750,5019977,248900,27777273
IT,ITALY,0,0,4050,396093
JP,JAPAN,775312,55782648,5129445,366658639
KR,"KOREA,REPUBLIC OF",650800,38492122,7408586,406424785
LV,LATVIA,0,0,1000,118306
MY,MALAYSIA,212750,11834743,789918,60218222
MX,MEXICO,0,0,155,294728
NL,NETHERLANDS,99000,12214814,396100,43298869
NZ,NEW ZEALAND,0,0,3050,303644
OM,OMAN,272250,11898459,2450250,108603227
SA,SAUDI ARABIA,1449520,65324078,13997965,633398868
SG,SINGAPORE,1043838,51998622,4328187,218332707
ZA,SOUTH AFRICA,0,0,24750,1133373
CH,SWITZERLAND,0,0,100,38234
TW,"TAIWAN, PROVINCE OF CHINA",39899,3439173,355142,31156357
TH,THAILAND,300,41852,300,42176
AE,UNITED ARAB EMIRATES,1991000,86274093,7817501,348798095
GB,UNITED KINGDOM,0,0,33,66166
US,UNITED STATES,8990,2658385,56205,15311309
VN,VIETNAM,63500,3122008,1428035,55634100
SUM,SUM,9107346,484389269,61131007,3189119773
