"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2021', 'Quantity')","('Dec 2021', 'CIF (Baht)')","('Jan - Dec 2021', 'Quantity')","('Jan - Dec 2021', 'CIF (Baht)')"
AR,ARGENTINA,0,0,700,70202
AU,AUSTRALIA,0,0,1068967,42953817
AT,AUSTRIA,11300,1106972,59450,5029574
BE,BELGIUM,0,0,3250,155030
CN,CHINA,3004856,152082030,17157175,903411034
FI,FINLAND,0,0,60,48620
FR,FRANCE,0,0,430,281322
DE,GERMANY,20,20857,188316,19782731
HK,HONG KONG,0,0,3702,1145010
HU,HUNGARY,0,0,1,684
IN,INDIA,575,21345,1287763,41041662
ID,INDONESIA,20500,2361932,307996,29434898
IT,ITALY,0,0,11246,866377
JP,JAPAN,523394,44263840,7791601,550603195
KR,"KOREA,REPUBLIC OF",788790,38795735,10290279,488242192
LA,LAO PDR,0,0,25,3159
MY,MALAYSIA,30575,4300791,605590,71405636
MX,MEXICO,0,0,275,55158
NL,NETHERLANDS,49500,4485931,346535,29387597
NZ,NEW ZEALAND,0,0,6000,424576
OM,OMAN,445500,19925691,5049350,197529547
PH,PHILIPPINES,0,0,25,4916
SA,SAUDI ARABIA,1800250,80817771,18149220,758992523
SG,SINGAPORE,1609609,76025034,9808292,496633463
ZA,SOUTH AFRICA,0,0,544500,17554047
ES,SPAIN,0,0,50,35120
SE,SWEDEN,0,0,36,18910
TW,"TAIWAN, PROVINCE OF CHINA",104143,6878542,2117150,118491772
AE,UNITED ARAB EMIRATES,792000,36352930,9437014,387887867
GB,UNITED KINGDOM,1,1113,20127,2962283
US,UNITED STATES,680,116256,205247,8165219
UZ,UZBEKISTAN,0,0,1,755
VN,VIETNAM,301804,7468053,391104,11797784
SUM,SUM,9483497,475024823,84851477,4184416680
