"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2014', 'Quantity')","('Sept 2014', 'CIF (Baht)')","('Jan - Sept 2014', 'Quantity')","('Jan - Sept 2014', 'CIF (Baht)')"
BE,BELGIUM,19800,2030770,187800,19249453
CN,CHINA,0,0,84000,6678066
FI,FINLAND,0,0,1375,106630
JP,JAPAN,307000,22061941,311660,22450241
KR,"KOREA,REPUBLIC OF",17280,1269922,114253,8084790
SG,SINGAPORE,747000,39719699,7447950,389012348
AE,UNITED ARAB EMIRATES,13000,711693,568800,30692431
GB,UNITED KINGDOM,0,0,475,47242
US,UNITED STATES,13698,1030832,420747,31941905
SUM,SUM,1117778,66824857,9137060,508263106
