"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2012', 'Quantity')","('Oct 2012', 'CIF (Baht)')","('Jan - Oct 2012', 'Quantity')","('Jan - Oct 2012', 'CIF (Baht)')"
BE,BELGIUM,0,0,30000,2868800
CN,CHINA,15000,1291434,47125,4117494
IT,ITALY,0,0,15125,2731175
JP,JAPAN,0,0,97927,14200876
KR,"KOREA,REPUBLIC OF",106308,7417345,497109,39326249
MY,MALAYSIA,0,0,7375,763620
SG,SINGAPORE,0,0,8,13902
ES,SPAIN,0,0,11493,1023198
US,UNITED STATES,0,0,37092,3990774
VN,VIETNAM,0,0,600,63257
SUM,SUM,121308,8708779,743854,69099345
