"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2021', 'Quantity')","('Dec 2021', 'CIF (Baht)')","('Jan - Dec 2021', 'Quantity')","('Jan - Dec 2021', 'CIF (Baht)')"
BE,BELGIUM,0,0,120000,14392834
CN,CHINA,27,12207,2081,200717
FI,FINLAND,0,0,6,1759
DE,GERMANY,0,0,1000,379093
ID,INDONESIA,0,0,2,2033
IT,ITALY,0,0,8325,1463758
JP,JAPAN,8000,615305,90100,7365516
KR,"KOREA,REPUBLIC OF",0,0,194000,11835115
OM,OMAN,0,0,60,24676
SG,SINGAPORE,96000,4365812,2616000,103413033
AE,UNITED ARAB EMIRATES,154600,9924805,468400,23142525
US,UNITED STATES,48264,6679928,1221410,84638745
SUM,SUM,306891,21598057,4721384,246859804
