"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2018', 'Quantity')","('May 2018', 'CIF (Baht)')","('Jan - May 2018', 'Quantity')","('Jan - May 2018', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,400,125200
BE,BELGIUM,24000,2338273,24000,2338273
CN,CHINA,0,0,94000,5553126
IT,ITALY,0,0,275,30441
JP,JAPAN,0,0,1006,88135
KR,"KOREA,REPUBLIC OF",44400,2735025,416936,27849573
MY,MALAYSIA,20000,1027709,73100,3581288
NZ,NEW ZEALAND,1871,1021525,1871,1021525
SA,SAUDI ARABIA,22000,1035847,22000,1035847
AE,UNITED ARAB EMIRATES,220500,10804977,372500,18396562
US,UNITED STATES,213021,12778982,331529,19757894
VN,VIETNAM,1160,104594,1560,132217
SUM,SUM,546952,31846932,1339177,79910081
