"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2018', 'Quantity')","('Jul 2018', 'CIF (Baht)')","('Jan - Jul 2018', 'Quantity')","('Jan - Jul 2018', 'CIF (Baht)')"
BE,BELGIUM,0,0,505,207055
CN,CHINA,720,491266,2445,994005
DE,GERMANY,0,0,80,36149
HK,HONG KONG,0,0,45,7481
IT,ITALY,0,0,1,2168
JP,JAPAN,377,45431,3269,517501
NL,NETHERLANDS,0,0,550,95022
SG,SINGAPORE,0,0,4500,1970606
TW,"TAIWAN, PROVINCE OF CHINA",0,0,1095,66336
GB,UNITED KINGDOM,0,0,276,148492
US,UNITED STATES,0,0,6,7096
SUM,SUM,1097,536697,12772,4051911
