"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2017', 'Quantity')","('Aug 2017', 'CIF (Baht)')","('Jan - Aug 2017', 'Quantity')","('Jan - Aug 2017', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,55063,3460116
AT,AUSTRIA,80,61222,11245,945291
BE,BELGIUM,355410,17842956,2685590,143785656
BR,BRAZIL,26875,1675904,403875,32205031
CA,CANADA,0,0,30711,2893228
CN,CHINA,2025,171460,334355,17620202
FI,FINLAND,0,0,49500,2828382
FR,FRANCE,0,0,3,25630
DE,GERMANY,1895,4613655,36116,25678326
HK,HONG KONG,0,0,11,2386
IN,INDIA,0,0,12000,1068509
ID,INDONESIA,51500,1946869,68500,2664653
IL,ISRAEL,0,0,165,63622
IT,ITALY,7000,995855,163502,11059652
JP,JAPAN,2434321,114643205,15166879,711822517
KR,"KOREA,REPUBLIC OF",151680,6419119,3058142,134065398
KW,KUWAIT,247500,9182555,4603500,186830111
LU,LUXEMBOURG,0,0,7,5328
MY,MALAYSIA,312500,12013464,2266250,94025710
NL,NETHERLANDS,0,0,40,11730
NZ,NEW ZEALAND,312,32362,312,32362
PH,PHILIPPINES,0,0,192000,8282200
QA,QATAR,3058520,119167047,16378860,677083599
SA,SAUDI ARABIA,2465575,93132887,20233925,820114032
SG,SINGAPORE,1367195,52434744,17837700,756975516
ES,SPAIN,0,0,241170,13025243
CH,SWITZERLAND,50400,2598676,100640,5376004
TW,"TAIWAN, PROVINCE OF CHINA",325,30254,2792550,133036820
TH,THAILAND,0,0,49736,1838533
AE,UNITED ARAB EMIRATES,1336500,51984544,10055800,413295763
GB,UNITED KINGDOM,260,120765,888,576576
US,UNITED STATES,964652,44423214,2707494,139276897
VN,VIETNAM,100,10204,6726,261226
SUM,SUM,12834625,533500961,99543255,4340236249
