"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2014', 'Quantity')","('May 2014', 'CIF (Baht)')","('Jan - May 2014', 'Quantity')","('Jan - May 2014', 'CIF (Baht)')"
CN,CHINA,5000,308307,78024,4845429
FR,FRANCE,0,0,100,71639
HK,HONG KONG,2,1306,2,1306
IN,INDIA,0,0,225,21739
IL,ISRAEL,0,0,44800,3820004
JP,JAPAN,5140,351626,38715,3084973
KR,"KOREA,REPUBLIC OF",700,48908,37700,2129323
MY,MALAYSIA,0,0,20066,501586
NL,NETHERLANDS,0,0,50,51216
QA,QATAR,25500,1404266,51000,2860058
SG,SINGAPORE,2750,155003,2843,267202
TW,"TAIWAN, PROVINCE OF CHINA",0,0,20000,2180327
US,UNITED STATES,26,32111,27242,8393959
SUM,SUM,39118,2301527,320767,28228761
