"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2022', 'Quantity')","('Aug 2022', 'CIF (Baht)')","('Jan - Aug 2022', 'Quantity')","('Jan - Aug 2022', 'CIF (Baht)')"
AU,AUSTRALIA,13,5384,16023,722082
BE,BELGIUM,468875,41184251,3115055,216445391
BR,BRAZIL,319050,37196935,2565200,252450996
BG,BULGARIA,390300,27157873,560300,39005982
CA,CANADA,0,0,39109,3002350
CN,CHINA,57775,4251377,1735208,94561326
CZ,CZECH REPUBLIC,0,0,6,3350
FR,FRANCE,319320,27187545,915130,69320918
DE,GERMANY,167936,21397966,457910,87962489
GH,GHANA,0,0,100,91758
IN,INDIA,27754,1434963,37004,1886493
ID,INDONESIA,0,0,278550,14833988
IL,ISRAEL,0,0,10,6598
IT,ITALY,44860,5130913,2715550,196456095
JP,JAPAN,736310,50293896,7380803,465341883
KR,"KOREA,REPUBLIC OF",4033000,185471253,12786235,591162639
KW,KUWAIT,272250,12482158,1633500,72924387
MY,MALAYSIA,615508,29181203,4103533,186339998
NL,NETHERLANDS,60,51085,4060,857715
NO,NORWAY,0,0,120280,9363063
OM,OMAN,668250,29027255,2574000,111900820
PH,PHILIPPINES,0,0,100,6094
QA,QATAR,1325000,64852924,10795920,506817081
RU,RUSSIAN FEDERATION,198000,8978394,643500,26554003
SA,SAUDI ARABIA,1356750,58683673,8389049,377945023
SG,SINGAPORE,728000,35672212,9119225,437921515
ZA,SOUTH AFRICA,0,0,250,43352
TW,"TAIWAN, PROVINCE OF CHINA",165175,10477642,1661301,93064952
TH,THAILAND,106,44319,59115,2953712
AE,UNITED ARAB EMIRATES,841500,48395560,2968625,153431972
GB,UNITED KINGDOM,0,0,31,22473
US,UNITED STATES,889770,56529696,9350242,560323487
VN,VIETNAM,49500,2161758,49724,2173979
SUM,SUM,13675062,757250235,84074648,4575897964
