"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2014', 'Quantity')","('Sept 2014', 'CIF (Baht)')","('Jan - Sept 2014', 'Quantity')","('Jan - Sept 2014', 'CIF (Baht)')"
BE,BELGIUM,2000,352484,163340,14279023
CA,CANADA,8000,1389286,35540,6238575
CN,CHINA,54000,11925391,458300,71654067
FR,FRANCE,5075,658189,501350,41703904
DE,GERMANY,5845,1684601,32278,6136540
HK,HONG KONG,500,45065,6500,629283
IN,INDIA,0,0,9,1906
ID,INDONESIA,18765,1885957,86021,9214325
IT,ITALY,49525,4059344,453775,35104629
JP,JAPAN,945873,75739227,11185921,846209903
KR,"KOREA,REPUBLIC OF",269875,15654315,3294287,195355116
MY,MALAYSIA,86800,5225869,505860,27673716
NL,NETHERLANDS,99000,7369990,796925,60740581
NZ,NEW ZEALAND,0,0,1128,302599
SA,SAUDI ARABIA,99000,5271276,1818475,95232969
SG,SINGAPORE,4657725,261659148,41095829,2312841973
ZA,SOUTH AFRICA,0,0,99000,5005968
ES,SPAIN,11000,1313576,16500,1994666
TW,"TAIWAN, PROVINCE OF CHINA",194230,11050003,1325841,79760276
TH,THAILAND,0,0,11005,709472
UA,UKRAINE,0,0,0,4000
AE,UNITED ARAB EMIRATES,110100,5699328,1210200,62494716
GB,UNITED KINGDOM,3000,998360,17000,2468913
US,UNITED STATES,19200,2032810,409824,31156571
VN,VIETNAM,0,0,58300,21427364
SUM,SUM,6639513,414014219,63583208,3928341055
