"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2022', 'Quantity')","('Jul 2022', 'CIF (Baht)')","('Jan - Jul 2022', 'Quantity')","('Jan - Jul 2022', 'CIF (Baht)')"
AU,AUSTRALIA,500,57342,134175,11461405
BE,BELGIUM,173250,12917825,601502,40185389
BR,BRAZIL,0,0,11375,1275580
CA,CANADA,112100,6108379,1621180,76001042
CN,CHINA,500,57342,75911,3121175
HK,HONG KONG,0,0,51000,2260666
IN,INDIA,0,0,3000,578063
ID,INDONESIA,45000,4573565,2246475,112321656
IL,ISRAEL,0,0,4823,613220
JP,JAPAN,149701,12981079,691628,64042212
KR,"KOREA,REPUBLIC OF",594700,28518205,1419450,76018568
KW,KUWAIT,99000,4411393,816750,35503790
MY,MALAYSIA,148500,7144452,612766,31359188
NL,NETHERLANDS,149500,10169939,490155,31273857
OM,OMAN,148500,6524255,1237500,54269334
PH,PHILIPPINES,0,0,5,706
QA,QATAR,765000,36964861,2371500,108763295
SA,SAUDI ARABIA,3507300,174361076,22046950,1025078960
SG,SINGAPORE,373750,19492500,3859725,196063321
SE,SWEDEN,0,0,50,11491
TW,"TAIWAN, PROVINCE OF CHINA",35,7934,2208,1822786
TH,THAILAND,0,0,105000,4969644
AE,UNITED ARAB EMIRATES,841500,44382248,3984750,202628682
US,UNITED STATES,276662,19535656,3155407,176491689
VN,VIETNAM,172,24746,3222,224001
SUM,SUM,7385670,388232797,45546507,2256339720
