"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2017', 'Quantity')","('Nov 2017', 'CIF (Baht)')","('Jan - Nov 2017', 'Quantity')","('Jan - Nov 2017', 'CIF (Baht)')"
CN,CHINA,14,2828,700,85298
FR,FRANCE,500,107763,6899,1569290
DE,GERMANY,0,0,524,234931
HK,HONG KONG,0,0,75,16750
ID,INDONESIA,250,12928,250,12928
IL,ISRAEL,24000,1707827,24000,1707827
IT,ITALY,0,0,23650,1704870
JP,JAPAN,24700,5004970,254078,40182769
KR,"KOREA,REPUBLIC OF",87125,3998446,906475,49777730
MY,MALAYSIA,3000,283712,45485,2557256
MX,MEXICO,0,0,250,69723
QA,QATAR,17000,724599,186500,8131601
ES,SPAIN,0,0,50,20351
CH,SWITZERLAND,0,0,0,4375
TW,"TAIWAN, PROVINCE OF CHINA",0,0,244,48638
GB,UNITED KINGDOM,0,0,225,30017
VN,VIETNAM,0,0,26,14293
SUM,SUM,156589,11843073,1449431,106168647
