"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2018', 'Quantity')","('Aug 2018', 'CIF (Baht)')","('Jan - Aug 2018', 'Quantity')","('Jan - Aug 2018', 'CIF (Baht)')"
BE,BELGIUM,172625,7721911,818300,36757719
BR,BRAZIL,0,0,49500,1827954
CA,CANADA,50000,1980365,75000,2949298
CN,CHINA,88000,6238350,997181,43325656
FR,FRANCE,44000,3470672,152725,12179818
DE,GERMANY,1,389,1,389
IN,INDIA,120000,4784142,278750,11455258
ID,INDONESIA,60320,5092243,381095,31735906
IL,ISRAEL,0,0,16200,1079388
JP,JAPAN,94200,7679271,623971,56192522
KR,"KOREA,REPUBLIC OF",26000,1406837,492400,22633073
KW,KUWAIT,74250,2890997,841500,31784086
MY,MALAYSIA,107375,5703128,857450,38546076
NL,NETHERLANDS,20000,904659,160000,7175156
QA,QATAR,586500,23079152,2881500,109729513
SA,SAUDI ARABIA,3195450,129040056,24382200,959887721
SG,SINGAPORE,1225575,52000593,6306800,266243422
ES,SPAIN,49500,2110096,154807,6537446
TW,"TAIWAN, PROVINCE OF CHINA",5000,216497,5010,228522
TH,THAILAND,71000,2444340,136000,5413919
AE,UNITED ARAB EMIRATES,506100,21172275,4659075,189700380
US,UNITED STATES,198350,9922154,1050065,52699490
VN,VIETNAM,0,0,5,946
SUM,SUM,6694246,287858127,45319535,1888083658
