"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2014', 'Quantity')","('Nov 2014', 'CIF (Baht)')","('Jan - Nov 2014', 'Quantity')","('Jan - Nov 2014', 'CIF (Baht)')"
AT,AUSTRIA,2750,223232,14527,1066198
BE,BELGIUM,24725,1292549,254145,15090935
BR,BRAZIL,0,0,150,169050
CA,CANADA,500,127088,1320,301307
CN,CHINA,70000,3803322,842580,52313058
CZ,CZECH REPUBLIC,0,0,75,13720
DK,DENMARK,0,0,0,1128
FI,FINLAND,49500,3134186,776575,51539218
FR,FRANCE,0,0,50,17815
DE,GERMANY,76940,6509392,1257889,111895722
HK,HONG KONG,0,0,1500,901667
IN,INDIA,0,0,153500,7955455
ID,INDONESIA,0,0,17926,6432712
IT,ITALY,0,0,49560,2693959
JP,JAPAN,279538,22734192,4110236,337984109
KR,"KOREA,REPUBLIC OF",280000,18079692,3309907,210099261
KW,KUWAIT,247500,12697470,3960000,201584338
LU,LUXEMBOURG,0,0,24,15449
MY,MALAYSIA,1779408,93797764,28282582,1550323071
NL,NETHERLANDS,200420,13595111,2654045,197207898
NZ,NEW ZEALAND,0,0,352050,9355266
QA,QATAR,153000,7936285,5584500,296175333
SA,SAUDI ARABIA,1862100,96553668,29324025,1539223599
SG,SINGAPORE,2198180,122700156,23497148,1342666264
ES,SPAIN,82000,8585501,1600000,178013115
SE,SWEDEN,9800,875071,41525,2809652
CH,SWITZERLAND,740,142531,28835,6774317
TW,"TAIWAN, PROVINCE OF CHINA",750,137368,22752,2447091
TH,THAILAND,0,0,31975,1797896
AE,UNITED ARAB EMIRATES,68000,3537300,289900,15462625
GB,UNITED KINGDOM,25738,773115,65839,3505446
US,UNITED STATES,24696,2351033,2217531,162678893
VN,VIETNAM,1475,117124,34720,4777974
SUM,SUM,7437760,419703150,108777391,6313293541
