"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2013', 'Quantity')","('May 2013', 'CIF (Baht)')","('Jan - May 2013', 'Quantity')","('Jan - May 2013', 'CIF (Baht)')"
BE,BELGIUM,0,0,84000,8045452
CN,CHINA,0,0,5326,456183
FI,FINLAND,0,0,24750,1633832
JP,JAPAN,176000,10787011,441200,27614475
KR,"KOREA,REPUBLIC OF",40000,1942772,107000,5959526
SG,SINGAPORE,856000,37125354,3952000,178247244
SE,SWEDEN,14000,1295181,14000,1295181
AE,UNITED ARAB EMIRATES,123500,5776862,605250,28441903
US,UNITED STATES,23375,1148823,531545,32367428
SUM,SUM,1232875,58076003,5765071,284061224
