"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2022', 'Quantity')","('Mar 2022', 'CIF (Baht)')","('Jan - Mar 2022', 'Quantity')","('Jan - Mar 2022', 'CIF (Baht)')"
AU,AUSTRALIA,2700,149871,2700,149871
AT,AUSTRIA,0,0,22500,1829969
BE,BELGIUM,367330,27021158,1901515,133562953
BR,BRAZIL,0,0,8853,1463965
CN,CHINA,190751,11910063,376840,25332146
FR,FRANCE,0,0,49700,3395883
DE,GERMANY,84500,8018651,225100,22686432
HK,HONG KONG,0,0,101,29557
IN,INDIA,271550,15494383,486401,29138056
ID,INDONESIA,36007,3759516,100582,10634306
JP,JAPAN,1178329,94209436,3344201,249640117
KR,"KOREA,REPUBLIC OF",2118425,92959251,5107675,236279703
MY,MALAYSIA,2000,236148,251500,24895728
NL,NETHERLANDS,173250,14670955,394125,34772644
SA,SAUDI ARABIA,781730,33502021,1799800,78606441
SG,SINGAPORE,4613571,246198457,10337381,559391904
ES,SPAIN,0,0,14425,1509029
CH,SWITZERLAND,0,0,34560,2386564
TW,"TAIWAN, PROVINCE OF CHINA",111120,7981016,216460,14949911
AE,UNITED ARAB EMIRATES,569250,24608544,1720125,75855742
US,UNITED STATES,43350,6221590,161912,20138190
VN,VIETNAM,4425,667335,4425,667335
SUM,SUM,10548288,587608395,26560881,1527316446
