"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2014', 'Quantity')","('Sept 2014', 'CIF (Baht)')","('Jan - Sept 2014', 'Quantity')","('Jan - Sept 2014', 'CIF (Baht)')"
BR,BRAZIL,0,0,95,103515
CN,CHINA,24000,1469123,164074,10155756
FR,FRANCE,0,0,100,71639
DE,GERMANY,0,0,1376,117934
HK,HONG KONG,0,0,2,1306
IN,INDIA,0,0,225,21739
IL,ISRAEL,22600,1919552,101000,8605496
JP,JAPAN,5800,611881,92952,8544762
KR,"KOREA,REPUBLIC OF",0,0,73700,4114617
MY,MALAYSIA,0,0,40066,925799
NL,NETHERLANDS,0,0,50,51216
QA,QATAR,0,0,169500,9224790
SG,SINGAPORE,0,0,27603,1673614
TW,"TAIWAN, PROVINCE OF CHINA",0,0,30000,3271981
US,UNITED STATES,9072,2733232,45386,13909892
SUM,SUM,61472,6733788,746129,60794056
