"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2021', 'Quantity')","('Apr 2021', 'CIF (Baht)')","('Jan - Apr 2021', 'Quantity')","('Jan - Apr 2021', 'CIF (Baht)')"
BR,BRAZIL,2040,319519,2040,319519
CN,CHINA,0,0,39501,2354983
FR,FRANCE,13310,1738886,14500,2090802
DE,GERMANY,1750,282449,3151,533593
IN,INDIA,39670,1454241,175950,6208582
JP,JAPAN,12720,743907,216890,11007892
KR,"KOREA,REPUBLIC OF",243247,11567168,1090481,47211709
MY,MALAYSIA,19660,936062,19664,944043
US,UNITED STATES,318,143183,9058,1355863
SUM,SUM,332715,17185415,1571235,72026986
