"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2017', 'Quantity')","('Nov 2017', 'CIF (Baht)')","('Jan - Nov 2017', 'Quantity')","('Jan - Nov 2017', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,5,1732
AT,AUSTRIA,0,0,964,98362
BE,BELGIUM,0,0,717950,34808193
BR,BRAZIL,0,0,6000,496901
CA,CANADA,0,0,74385,3586550
CN,CHINA,110005,8091536,987583,72576201
FR,FRANCE,0,0,25,4170
DE,GERMANY,0,0,0,331
ID,INDONESIA,60075,5469530,933665,58346073
IR,IRAN (ISLAMIC REPUBLIC OF),0,0,120,30350
IL,ISRAEL,0,0,5040,361355
IT,ITALY,0,0,25,10486
JP,JAPAN,52250,6384259,2540419,162845328
KR,"KOREA,REPUBLIC OF",165200,7180652,547400,24310164
KW,KUWAIT,198000,7804843,1782000,70636529
MY,MALAYSIA,49400,2154950,4031821,191838776
NL,NETHERLANDS,44750,2001925,620775,30256257
QA,QATAR,433500,17169604,3723000,148905632
SA,SAUDI ARABIA,2533500,103711041,33582068,1375955488
SG,SINGAPORE,496500,21590461,6383329,280268747
ZA,SOUTH AFRICA,0,0,49500,2166292
ES,SPAIN,0,0,174250,7719882
TW,"TAIWAN, PROVINCE OF CHINA",0,0,6075,4775445
TH,THAILAND,0,0,26550,1777961
AE,UNITED ARAB EMIRATES,693000,29167199,8398725,348688936
GB,UNITED KINGDOM,0,0,12,6742
US,UNITED STATES,62400,3257779,1652716,100152029
VN,VIETNAM,0,0,65,7856
SUM,SUM,4898580,213983779,66244467,2920632768
