"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2015', 'Quantity')","('Sept 2015', 'CIF (Baht)')","('Jan - Sept 2015', 'Quantity')","('Jan - Sept 2015', 'CIF (Baht)')"
BE,BELGIUM,0,0,24000,2346699
CN,CHINA,26000,2005182,109083,8176176
FR,FRANCE,0,0,2200,416650
HK,HONG KONG,2449,220081,2449,220081
IN,INDIA,0,0,500,109911
IT,ITALY,550,255182,126475,25868952
JP,JAPAN,38751,4743925,175927,18153584
KR,"KOREA,REPUBLIC OF",48200,3840076,180400,13756765
SG,SINGAPORE,15000,1046415,56000,4028108
SE,SWEDEN,2100,503352,2100,503352
TW,"TAIWAN, PROVINCE OF CHINA",0,0,100,6900
AE,UNITED ARAB EMIRATES,0,0,50700,2494462
US,UNITED STATES,62073,5299157,435666,34208763
VN,VIETNAM,200,11447,200,11447
SUM,SUM,195323,17924817,1165800,110301850
