"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2021', 'Quantity')","('Sept 2021', 'CIF (Baht)')","('Jan - Sept 2021', 'Quantity')","('Jan - Sept 2021', 'CIF (Baht)')"
BE,BELGIUM,0,0,120000,14392834
CN,CHINA,0,0,854,80597
DE,GERMANY,1000,379093,1000,379093
ID,INDONESIA,0,0,2,2033
IT,ITALY,4200,737238,4200,737238
JP,JAPAN,8000,646431,75800,6305000
KR,"KOREA,REPUBLIC OF",0,0,194000,11835115
OM,OMAN,0,0,60,24676
SG,SINGAPORE,336000,13710720,2184000,85025130
AE,UNITED ARAB EMIRATES,0,0,247100,9256819
US,UNITED STATES,0,0,1150508,76130044
SUM,SUM,349200,15473482,3977524,204168579
