"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2013', 'Quantity')","('Sept 2013', 'CIF (Baht)')","('Jan - Sept 2013', 'Quantity')","('Jan - Sept 2013', 'CIF (Baht)')"
AU,AUSTRALIA,73800,4009561,472975,23355052
AT,AUSTRIA,234,246601,914,1280979
BE,BELGIUM,13760,1447739,36601,4356985
CA,CANADA,0,0,15288,2347047
CN,CHINA,100170,5255309,1386336,61528965
EC,ECUADOR,0,0,28,22799
FR,FRANCE,24120,1935555,197434,15647577
DE,GERMANY,16605,2578398,369811,61810340
HK,HONG KONG,0,0,11000,860454
IN,INDIA,26,6006,6025,312064
ID,INDONESIA,8750,841242,242028,18833413
IE,IRELAND,0,0,100,33009
IL,ISRAEL,0,0,3600,579719
IT,ITALY,4330,609457,23728,4288741
JP,JAPAN,135125,30884422,1828665,350372228
KR,"KOREA,REPUBLIC OF",226965,15095877,2330618,150332926
MY,MALAYSIA,140300,12388127,1321012,117626532
NL,NETHERLANDS,142925,15545528,1027803,106336226
PG,PAPUA NEW GUINEA,0,0,32,16384
PH,PHILIPPINES,0,0,50,64855
SA,SAUDI ARABIA,273625,13068262,2377375,107078441
SG,SINGAPORE,48072,5957037,642763,65512616
ES,SPAIN,0,0,61875,4961115
CH,SWITZERLAND,1500,1142011,4000,2894266
TW,"TAIWAN, PROVINCE OF CHINA",56726,3014644,695296,45611567
TR,TÜRKIYE,0,0,20,39394
GB,UNITED KINGDOM,18160,3231220,479708,50602513
US,UNITED STATES,46544,7977614,468647,67705359
VN,VIETNAM,0,0,185,124190
SUM,SUM,1331737,125234610,14003917,1264535756
