"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Feb 2015', 'Quantity')","('Feb 2015', 'CIF (Baht)')","('Jan - Feb 2015', 'Quantity')","('Jan - Feb 2015', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,200,47771
AT,AUSTRIA,67,67737,67,67737
BE,BELGIUM,2,2673,49462,7828221
CA,CANADA,2000,324978,2000,324978
CN,CHINA,154717,6677571,280607,14624973
FR,FRANCE,0,0,44120,3360699
DE,GERMANY,1354,213580,11558,3504508
IN,INDIA,8455,203853,81305,3155894
ID,INDONESIA,0,0,22100,2379428
IL,ISRAEL,1200,183729,2400,383214
IT,ITALY,1000,69830,4911,423891
JP,JAPAN,110283,24365056,222105,43917869
KR,"KOREA,REPUBLIC OF",231300,17873168,698490,46625868
MY,MALAYSIA,134300,11592887,399451,30504832
NL,NETHERLANDS,130000,12021471,260002,24828382
SA,SAUDI ARABIA,148500,5193294,866250,37934959
SG,SINGAPORE,62568,6800206,215168,38187064
ES,SPAIN,49500,4195660,59950,5144904
CH,SWITZERLAND,1000,740679,1000,740679
TW,"TAIWAN, PROVINCE OF CHINA",60002,4932364,249763,15913750
TH,THAILAND,1500,195307,1500,195307
GB,UNITED KINGDOM,0,0,16000,2986585
US,UNITED STATES,32150,4434628,60043,8444476
VN,VIETNAM,3000,1159924,18500,4528153
SUM,SUM,1132898,101248595,3566952,296054142
