"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2019', 'Quantity')","('Apr 2019', 'CIF (Baht)')","('Jan - Apr 2019', 'Quantity')","('Jan - Apr 2019', 'CIF (Baht)')"
AR,ARGENTINA,0,0,200,84781
BE,BELGIUM,0,0,123940,7595533
CN,CHINA,251850,19493872,840873,61123396
FI,FINLAND,0,0,2750,292465
DE,GERMANY,1250,237663,3686,700822
HK,HONG KONG,0,0,400510,4247417
IN,INDIA,1000,106693,2500,271819
ID,INDONESIA,5000,435371,5600,549237
IL,ISRAEL,0,0,42304,2778825
JP,JAPAN,545425,30560188,2486097,112826356
KR,"KOREA,REPUBLIC OF",1182975,52791163,3448795,154126864
MY,MALAYSIA,44556,5864148,245432,29435786
MX,MEXICO,15640,981032,19720,2157976
NL,NETHERLANDS,0,0,1,9152
OM,OMAN,49500,1719368,49500,1719368
SA,SAUDI ARABIA,915750,32019009,3762300,133121292
SG,SINGAPORE,290022,12555338,1273722,60496868
CH,SWITZERLAND,0,0,70560,4007329
TW,"TAIWAN, PROVINCE OF CHINA",62700,2248363,412925,17412055
TH,THAILAND,75,4431,14345,281097
UA,UKRAINE,0,0,500,17876
AE,UNITED ARAB EMIRATES,50000,1905952,75750,2894053
US,UNITED STATES,51256,4516199,175726,12656678
VN,VIETNAM,0,0,540000,21203037
SUM,SUM,3466999,165438790,13997736,630010082
