"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2021', 'Quantity')","('Aug 2021', 'CIF (Baht)')","('Jan - Aug 2021', 'Quantity')","('Jan - Aug 2021', 'CIF (Baht)')"
CN,CHINA,103,6726,16531,1266259
FR,FRANCE,1000,212046,13500,2685989
IN,INDIA,0,0,1,65
IL,ISRAEL,12000,1025528,72000,4841605
IT,ITALY,0,0,1,37689
JP,JAPAN,40458,5957023,275903,36791499
KR,"KOREA,REPUBLIC OF",173000,8500289,1368600,66157136
MX,MEXICO,0,0,734,33375
OM,OMAN,24750,943243,24750,943243
QA,QATAR,0,0,51000,2438185
SG,SINGAPORE,0,0,109500,6664528
TW,"TAIWAN, PROVINCE OF CHINA",0,0,100,25456
GB,UNITED KINGDOM,0,0,14010,3496943
US,UNITED STATES,0,0,2303,169990
SUM,SUM,251311,16644855,1948933,125551962
