"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2018', 'Quantity')","('Dec 2018', 'CIF (Baht)')","('Jan - Dec 2018', 'Quantity')","('Jan - Dec 2018', 'CIF (Baht)')"
BE,BELGIUM,0,0,252000,26199251
DE,GERMANY,0,0,74250,3936201
ID,INDONESIA,0,0,50,18980
JP,JAPAN,6000,457748,45656,4185103
KR,"KOREA,REPUBLIC OF",0,0,1644900,91043695
LA,LAO PDR,360,14208,360,14208
SG,SINGAPORE,954000,38787371,11144010,507664764
AE,UNITED ARAB EMIRATES,24700,1183937,513850,26105129
GB,UNITED KINGDOM,1200,296014,4250,828646
US,UNITED STATES,351482,27011211,1403303,96229742
SUM,SUM,1337742,67750489,15082629,756225719
