"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2018', 'Quantity')","('Apr 2018', 'CIF (Baht)')","('Jan - Apr 2018', 'Quantity')","('Jan - Apr 2018', 'CIF (Baht)')"
AT,AUSTRIA,0,0,433,672358
BE,BELGIUM,11100,710435,36240,2990837
BR,BRAZIL,0,0,1337,469078
CA,CANADA,37,377029,96,1075304
CN,CHINA,132246,8003313,658544,34616773
DK,DENMARK,0,0,2,12948
FR,FRANCE,25315,1625031,60956,4392843
DE,GERMANY,3992,1190750,24056,6911476
HK,HONG KONG,0,0,8000,1955892
IN,INDIA,208000,8638486,236085,11096338
ID,INDONESIA,22700,1982958,22728,1999273
IT,ITALY,3000,454480,6811,988793
JP,JAPAN,189530,28315133,756200,124580676
KR,"KOREA,REPUBLIC OF",286100,13768567,940925,46463455
MY,MALAYSIA,118010,10258454,400957,34759509
NL,NETHERLANDS,111400,10813199,251375,23289805
NZ,NEW ZEALAND,0,0,52,33301
NO,NORWAY,0,0,87,36240
PH,PHILIPPINES,0,739,5,3628
RU,RUSSIAN FEDERATION,0,0,845,114220
SA,SAUDI ARABIA,74250,3142788,792000,31802935
SG,SINGAPORE,127435,12691204,272469,27591839
ES,SPAIN,11000,880470,27125,2233478
CH,SWITZERLAND,0,0,1350,846799
TW,"TAIWAN, PROVINCE OF CHINA",65100,3568211,473975,21572428
AE,UNITED ARAB EMIRATES,173250,7909313,173250,7909313
GB,UNITED KINGDOM,14300,1503704,45280,5428385
US,UNITED STATES,62945,8925453,564093,79293338
VN,VIETNAM,8,1714,26028,1953470
SUM,SUM,1639718,124761431,5781304,475094732
