"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2020', 'Quantity')","('Sept 2020', 'CIF (Baht)')","('Jan - Sept 2020', 'Quantity')","('Jan - Sept 2020', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,45400,1040000
AT,AUSTRIA,0,0,610,162616
BE,BELGIUM,229620,7514187,1087466,36639469
BR,BRAZIL,280625,21611630,1834175,144851197
CA,CANADA,0,0,11000,560724
CL,CHILE,10,5791,10,5791
CN,CHINA,25090,1515102,721863,33897186
CZ,CZECH REPUBLIC,0,0,75,16883
FI,FINLAND,11000,519936,11000,519936
FR,FRANCE,0,0,426700,18869472
DE,GERMANY,534290,24991638,1923845,110075046
GR,GREECE,0,0,2,800
HK,HONG KONG,26,4812,8033,707201
IN,INDIA,144000,3922235,203500,5581404
ID,INDONESIA,8250,391430,10808,571654
IL,ISRAEL,0,0,450,83962
IT,ITALY,950080,33897787,4572880,184067239
JP,JAPAN,1131349,47965611,8152119,398749868
KR,"KOREA,REPUBLIC OF",730002,23404788,7053072,209500455
KW,KUWAIT,866250,23919457,5717250,148139411
MY,MALAYSIA,1346850,39799730,9766550,290176931
NL,NETHERLANDS,1000,189924,23007,2273739
NO,NORWAY,0,0,82,18765
PT,PORTUGAL,0,0,50,17307
QA,QATAR,1384780,41520455,10953320,303593469
SA,SAUDI ARABIA,1138505,30807449,12192755,312916311
SG,SINGAPORE,1540770,47263144,12015205,344517962
ES,SPAIN,734060,27549195,734060,27549195
CH,SWITZERLAND,0,0,269220,11807589
TW,"TAIWAN, PROVINCE OF CHINA",88750,3948108,1673625,68893930
TH,THAILAND,0,0,16475,814305
AE,UNITED ARAB EMIRATES,668250,21528880,12360668,355515205
US,UNITED STATES,1491589,47345924,19987946,581054839
VN,VIETNAM,0,0,100,3186
SUM,SUM,13305146,449617213,111773321,3593193047
