"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2021', 'Quantity')","('Sept 2021', 'CIF (Baht)')","('Jan - Sept 2021', 'Quantity')","('Jan - Sept 2021', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,1245,173349
AT,AUSTRIA,24725,1835631,24725,1835631
BE,BELGIUM,51500,3554268,186494,11420902
BR,BRAZIL,470250,34215910,3318700,206763823
CA,CANADA,0,0,180260,3615153
CN,CHINA,4001,292897,836644,45790733
CZ,CZECH REPUBLIC,0,0,2,1536
DK,DENMARK,0,0,100,43805
FI,FINLAND,74225,5536143,470125,30437095
FR,FRANCE,0,0,55310,4292183
DE,GERMANY,499294,32303054,2923255,188145874
HK,HONG KONG,0,0,70,474784
IN,INDIA,300,74772,38849,3339208
ID,INDONESIA,1250,660736,73798,6460135
IE,IRELAND,0,343,0,1181
IL,ISRAEL,0,0,30400,2826613
IT,ITALY,8300,1869875,42646,10338777
JP,JAPAN,220314,19082234,1766388,143315913
KR,"KOREA,REPUBLIC OF",199000,10847475,2465922,116338697
KW,KUWAIT,569250,21191338,5742000,204037634
LU,LUXEMBOURG,2525,593307,37525,4834024
MY,MALAYSIA,2946437,140715900,41647231,1978772474
NL,NETHERLANDS,307471,20698203,2971156,182644130
NO,NORWAY,118080,5716059,755825,39330249
QA,QATAR,1096500,48892470,11190500,483505382
SA,SAUDI ARABIA,2949675,132675231,28958220,1228244920
SG,SINGAPORE,1877750,97051320,17379322,859298941
SI,SLOVENIA,0,0,1,973
ES,SPAIN,0,0,273985,18409889
CH,SWITZERLAND,0,0,1,977
TW,"TAIWAN, PROVINCE OF CHINA",500,81304,58853,5759055
TH,THAILAND,0,0,1400,14040
TT,TRINIDAD AND TOBAGO,0,0,23800,114775
AE,UNITED ARAB EMIRATES,222750,9613211,3662700,150454661
GB,UNITED KINGDOM,5,7310,46507,4403674
US,UNITED STATES,43592,5450641,1874654,101311605
VN,VIETNAM,92000,6097261,605705,33453182
SUM,SUM,11779694,599056893,127644318,6070205977
