"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2021', 'Quantity')","('Aug 2021', 'CIF (Baht)')","('Jan - Aug 2021', 'Quantity')","('Jan - Aug 2021', 'CIF (Baht)')"
AU,AUSTRALIA,1000,68798,1245,173349
BE,BELGIUM,1000,119962,134994,7866634
BR,BRAZIL,371250,26622528,2848450,172547913
CA,CANADA,0,0,180260,3615153
CN,CHINA,62120,3698393,832643,45497836
CZ,CZECH REPUBLIC,0,0,2,1536
DK,DENMARK,0,2453,100,43805
FI,FINLAND,49500,3511642,395900,24900952
FR,FRANCE,0,0,55310,4292183
DE,GERMANY,446695,30786673,2423961,155842820
HK,HONG KONG,33,228430,70,474784
IN,INDIA,0,0,38549,3264436
ID,INDONESIA,0,0,72548,5799399
IE,IRELAND,0,838,0,838
IL,ISRAEL,0,0,30400,2826613
IT,ITALY,3975,1191996,34346,8468902
JP,JAPAN,160404,13782833,1546074,124233679
KR,"KOREA,REPUBLIC OF",402300,20734489,2266922,105491222
KW,KUWAIT,668250,24390539,5172750,182846296
LU,LUXEMBOURG,2500,461914,35000,4240717
MY,MALAYSIA,6184450,291512393,38700794,1838056574
NL,NETHERLANDS,362910,25606557,2663685,161945927
NO,NORWAY,17520,845457,637745,33614190
QA,QATAR,1528000,71046072,10094000,434612912
SA,SAUDI ARABIA,2539300,108838997,26008545,1095569689
SG,SINGAPORE,1959750,99841001,15501572,762247621
SI,SLOVENIA,0,0,1,973
ES,SPAIN,0,0,273985,18409889
CH,SWITZERLAND,0,0,1,977
TW,"TAIWAN, PROVINCE OF CHINA",0,0,58353,5677751
TH,THAILAND,0,0,1400,14040
TT,TRINIDAD AND TOBAGO,0,0,23800,114775
AE,UNITED ARAB EMIRATES,395700,15438872,3439950,140841450
GB,UNITED KINGDOM,20000,1940188,46502,4396364
US,UNITED STATES,26475,1289283,1831062,95860964
VN,VIETNAM,42000,2408738,513705,27355921
SUM,SUM,15245132,744369046,115864624,5471149084
