"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2015', 'Quantity')","('Apr 2015', 'CIF (Baht)')","('Jan - Apr 2015', 'Quantity')","('Jan - Apr 2015', 'CIF (Baht)')"
AT,AUSTRIA,0,0,1,8200
BE,BELGIUM,109000,7097660,406612,30481183
BR,BRAZIL,0,0,1075,159347
CN,CHINA,31356,1824280,126111,7442712
FR,FRANCE,7,4115,7,4115
DE,GERMANY,25,5257,25,5257
ID,INDONESIA,20,6484,20,6484
IT,ITALY,10200,1562408,11000,1754728
JP,JAPAN,248506,14125688,709888,45314855
KR,"KOREA,REPUBLIC OF",176017,8771047,1523746,73133153
MY,MALAYSIA,253479,9465120,568686,24841445
SG,SINGAPORE,36800,1984476,67600,3125875
ES,SPAIN,0,0,41,5720
TW,"TAIWAN, PROVINCE OF CHINA",56819,3675664,368882,22622752
GB,UNITED KINGDOM,300,177997,300,177997
US,UNITED STATES,35985,3781738,116942,13774407
VN,VIETNAM,57030,690041,197160,3052302
SUM,SUM,1015544,53171975,4098096,225910532
