"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2017', 'Quantity')","('Dec 2017', 'CIF (Baht)')","('Jan - Dec 2017', 'Quantity')","('Jan - Dec 2017', 'CIF (Baht)')"
AU,AUSTRALIA,500,132483,2300,630028
AT,AUSTRIA,0,0,2162,2938651
BE,BELGIUM,14260,1498716,137200,11748370
BR,BRAZIL,955,334545,3629,1304917
CA,CANADA,17,212061,10275,4268546
CL,CHILE,0,0,15,10263
CN,CHINA,103767,5459619,1586416,78145001
EG,EGYPT,2,1802,2,1802
FI,FINLAND,0,0,25,15548
FR,FRANCE,218,120085,378736,25774626
DE,GERMANY,10640,2765367,68835,18832257
IN,INDIA,28000,767050,252046,14861057
ID,INDONESIA,22500,1965001,92392,8367915
IR,IRAN (ISLAMIC REPUBLIC OF),0,0,46,13011
IT,ITALY,700,89461,8119,1048905
JP,JAPAN,157669,21431339,3088884,429399996
KR,"KOREA,REPUBLIC OF",308350,16438200,2774584,152689361
LU,LUXEMBOURG,0,0,20,13769
MY,MALAYSIA,211601,18456771,1907421,165063661
MX,MEXICO,0,0,2,1897
NL,NETHERLANDS,101800,9764148,1207947,108610732
NZ,NEW ZEALAND,0,0,320,251141
NO,NORWAY,0,0,202,104009
PH,PHILIPPINES,0,0,25,31279
SA,SAUDI ARABIA,123750,5036706,5061300,195519137
SG,SINGAPORE,51700,5877007,816434,91698373
ZA,SOUTH AFRICA,99000,4028848,396000,15418177
ES,SPAIN,0,0,53410,4730929
CH,SWITZERLAND,0,0,2320,1655766
TW,"TAIWAN, PROVINCE OF CHINA",136300,6396062,1828555,86440510
TH,THAILAND,1250,105881,3250,1243555
GB,UNITED KINGDOM,0,0,70193,8987625
US,UNITED STATES,121943,21158946,1849880,323863652
VN,VIETNAM,5000,398932,93021,7626003
SUM,SUM,1499922,122439030,21695966,1761310469
