"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2016', 'Quantity')","('May 2016', 'CIF (Baht)')","('Jan - May 2016', 'Quantity')","('Jan - May 2016', 'CIF (Baht)')"
BE,BELGIUM,0,0,48000,5006612
CN,CHINA,0,0,260000,17285697
HK,HONG KONG,75565,3452842,270650,14453593
IT,ITALY,0,0,18900,3492095
JP,JAPAN,400,86325,775,164603
KR,"KOREA,REPUBLIC OF",53060,4028817,946755,63318857
MY,MALAYSIA,0,0,69000,4711554
SG,SINGAPORE,41910,2732676,41910,2732676
SE,SWEDEN,0,0,75750,6809939
AE,UNITED ARAB EMIRATES,24700,1137316,279500,12878489
GB,UNITED KINGDOM,1350,185059,7350,1011777
US,UNITED STATES,0,0,172462,19322115
VN,VIETNAM,0,0,104000,5976803
SUM,SUM,196985,11623035,2295052,157164810
