"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2015', 'Quantity')","('Jul 2015', 'CIF (Baht)')","('Jan - Jul 2015', 'Quantity')","('Jan - Jul 2015', 'CIF (Baht)')"
AU,AUSTRALIA,11850,1127356,84731,7041231
AT,AUSTRIA,0,0,225,21667
BE,BELGIUM,247600,14694395,797101,43779068
BR,BRAZIL,0,0,180,37834
CN,CHINA,661135,42970330,4966582,306061373
FI,FINLAND,23375,1696893,122375,7964761
FR,FRANCE,4027,432932,222439,12436374
DE,GERMANY,17500,3560572,96902,21432928
HU,HUNGARY,0,0,36,17129
IN,INDIA,29025,1724039,78397,3659917
ID,INDONESIA,24825,2112807,157329,17680027
IL,ISRAEL,0,0,15606,1419867
IT,ITALY,52175,3102546,251120,16469163
JP,JAPAN,1129545,77461908,8616874,581706053
KP,KOREA DPR,0,0,78200,4231464
KR,"KOREA,REPUBLIC OF",1825013,104712547,11963066,648260983
KW,KUWAIT,0,0,24750,1122962
MY,MALAYSIA,70165,10339214,687296,76629474
MA,MOROCCO,0,0,130,70395
NL,NETHERLANDS,149500,9955475,605400,43738191
NZ,NEW ZEALAND,0,0,120,149119
PH,PHILIPPINES,96000,4430355,96005,4431546
RU,RUSSIAN FEDERATION,0,0,198000,8259404
SA,SAUDI ARABIA,1899800,84137441,22681505,887562004
SG,SINGAPORE,1982853,110314448,9875911,556683046
SK,SLOVAKIA,0,0,15750,940742
ZA,SOUTH AFRICA,0,0,99000,4090663
ES,SPAIN,6875,529128,56375,2752814
CH,SWITZERLAND,0,0,2,740
TW,"TAIWAN, PROVINCE OF CHINA",102495,5057464,1305075,53848351
TH,THAILAND,25,7549,607910,28383967
TR,TÜRKIYE,1211,171548,1211,171548
AE,UNITED ARAB EMIRATES,35750,1631258,1459775,55794640
GB,UNITED KINGDOM,0,0,20153,2494957
US,UNITED STATES,509942,25163594,2283670,118332924
VN,VIETNAM,301,152490,44014,5365859
SUM,SUM,8880987,505486289,67513215,3523043185
