"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2017', 'Quantity')","('Dec 2017', 'CIF (Baht)')","('Jan - Dec 2017', 'Quantity')","('Jan - Dec 2017', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,5,1732
AT,AUSTRIA,0,0,964,98362
BE,BELGIUM,123850,5650598,841800,40458791
BR,BRAZIL,0,0,6000,496901
CA,CANADA,0,0,74385,3586550
CN,CHINA,110000,7986225,1097583,80562426
FR,FRANCE,200,85688,225,89858
DE,GERMANY,0,0,0,331
ID,INDONESIA,45100,3762286,978765,62108359
IR,IRAN (ISLAMIC REPUBLIC OF),0,0,120,30350
IL,ISRAEL,0,0,5040,361355
IT,ITALY,0,0,25,10486
JP,JAPAN,32500,3915166,2572919,166760494
KR,"KOREA,REPUBLIC OF",57600,2486864,605000,26797028
KW,KUWAIT,173250,6623167,1955250,77259696
MY,MALAYSIA,280100,12599336,4311921,204438112
NL,NETHERLANDS,34000,1490110,654775,31746367
QA,QATAR,280500,11311486,4003500,160217118
SA,SAUDI ARABIA,2063250,82426792,35645318,1458382280
SG,SINGAPORE,744000,31400365,7127329,311669112
ZA,SOUTH AFRICA,0,0,49500,2166292
ES,SPAIN,0,0,174250,7719882
TW,"TAIWAN, PROVINCE OF CHINA",6,1149,6081,4776594
TH,THAILAND,0,0,26550,1777961
AE,UNITED ARAB EMIRATES,368500,15185043,8767225,363873979
GB,UNITED KINGDOM,0,0,12,6742
US,UNITED STATES,125000,6415782,1777716,106567811
VN,VIETNAM,0,0,65,7856
SUM,SUM,4437856,191340057,70682323,3111972825
