"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2021', 'Quantity')","('Jun 2021', 'CIF (Baht)')","('Jan - Jun 2021', 'Quantity')","('Jan - Jun 2021', 'CIF (Baht)')"
AU,AUSTRALIA,220,93720,245,104551
BE,BELGIUM,27750,1693716,133475,7573924
BR,BRAZIL,504950,37556267,2402950,140192827
CA,CANADA,0,0,180260,3615153
CN,CHINA,178562,9417790,597436,32697228
CZ,CZECH REPUBLIC,0,0,2,1536
DK,DENMARK,100,41352,100,41352
FI,FINLAND,99000,6738960,346400,21389310
FR,FRANCE,11300,1181402,55310,4292183
DE,GERMANY,269433,16531170,1618244,100103263
HK,HONG KONG,0,0,37,246354
IN,INDIA,36500,3089038,38549,3264436
ID,INDONESIA,2500,286221,66250,5361757
IL,ISRAEL,0,0,20800,1791347
IT,ITALY,4625,1461622,29121,6806797
JP,JAPAN,249409,17528875,1167953,90991901
KR,"KOREA,REPUBLIC OF",232550,11301346,1561321,69935513
KW,KUWAIT,544500,21967737,3984750,138819400
LU,LUXEMBOURG,1250,229133,32500,3778803
MY,MALAYSIA,7401872,377372364,29394704,1391745960
NL,NETHERLANDS,395820,27368317,1968755,114894244
NO,NORWAY,173505,11413626,585525,31142026
QA,QATAR,765000,37145441,7036000,292211738
SA,SAUDI ARABIA,3037205,138704553,19962095,829376203
SG,SINGAPORE,2317500,128818287,11975072,581577018
SI,SLOVENIA,0,0,1,973
ES,SPAIN,0,0,273985,18409889
CH,SWITZERLAND,0,0,1,977
TW,"TAIWAN, PROVINCE OF CHINA",14000,1137275,58028,5662091
TH,THAILAND,0,0,1400,14040
TT,TRINIDAD AND TOBAGO,0,0,23800,114775
AE,UNITED ARAB EMIRATES,198000,8176365,2722500,112088758
GB,UNITED KINGDOM,0,0,22502,1811242
US,UNITED STATES,185344,14124096,1681574,89441543
VN,VIETNAM,20503,1008966,451505,23950613
SUM,SUM,16671398,874387639,88393150,4123449725
