"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2020', 'Quantity')","('Jul 2020', 'CIF (Baht)')","('Jan - Jul 2020', 'Quantity')","('Jan - Jul 2020', 'CIF (Baht)')"
AU,AUSTRALIA,25,3120,44025,943626
AT,AUSTRIA,50,27248,610,162616
BE,BELGIUM,96700,3100095,757066,25801469
BR,BRAZIL,236125,19626556,1253550,101943373
CN,CHINA,41000,2467773,647473,29843633
CZ,CZECH REPUBLIC,0,0,75,16883
FR,FRANCE,25000,1139066,404700,18068457
DE,GERMANY,521440,23770564,728145,60785714
HK,HONG KONG,0,0,7,2855
IN,INDIA,0,0,59500,1659169
ID,INDONESIA,0,0,2558,180224
IL,ISRAEL,0,0,450,83962
IT,ITALY,386420,15226342,2241595,101719498
JP,JAPAN,453450,25675007,6432062,322842288
KR,"KOREA,REPUBLIC OF",1337015,37070600,5234070,151731076
KW,KUWAIT,742500,17729898,4331250,110365698
MY,MALAYSIA,428800,12482453,8278650,246677329
NL,NETHERLANDS,0,0,22007,2058808
NO,NORWAY,0,0,82,18765
PT,PORTUGAL,0,0,50,17307
QA,QATAR,1013980,25134767,8279840,226396157
SA,SAUDI ARABIA,1416500,34528136,10287000,261244438
SG,SINGAPORE,746500,21056845,9202685,258532189
CH,SWITZERLAND,122980,4789303,269220,11807589
TW,"TAIWAN, PROVINCE OF CHINA",69325,3045587,1524875,62441681
TH,THAILAND,0,0,16475,814305
AE,UNITED ARAB EMIRATES,1397000,36908044,10206918,292654498
US,UNITED STATES,1000652,26741230,16721477,482468112
SUM,SUM,10035462,310522634,86946415,2771281719
