"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2019', 'Quantity')","('May 2019', 'CIF (Baht)')","('Jan - May 2019', 'Quantity')","('Jan - May 2019', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,30890,1397062
AT,AUSTRIA,0,0,615,222943
BE,BELGIUM,42100,1953339,411085,22140438
BR,BRAZIL,0,0,252625,22259907
CA,CANADA,152536,8999318,152536,8999318
CN,CHINA,21110,1247946,190033,10353297
FI,FINLAND,0,0,49500,2905006
FR,FRANCE,0,0,262915,14960634
DE,GERMANY,238401,16587760,483890,43743229
HK,HONG KONG,0,0,3,2329
IN,INDIA,0,0,8675,582917
ID,INDONESIA,0,0,5025,191225
IT,ITALY,44025,3165142,548467,31427183
JP,JAPAN,1399419,73510083,5933545,331286747
KR,"KOREA,REPUBLIC OF",364116,13777171,2854271,114660820
KW,KUWAIT,643500,21797341,2871000,98718389
LA,LAO PDR,0,0,2,4500
MY,MALAYSIA,2796700,107272946,6431575,241322232
NL,NETHERLANDS,0,0,135,37969
NO,NORWAY,0,0,19,4760
PH,PHILIPPINES,0,0,507,27485
QA,QATAR,1559820,56361462,8528580,312008378
SA,SAUDI ARABIA,1445700,50810490,9310300,324783178
SG,SINGAPORE,2456650,91906792,8851901,325979565
ES,SPAIN,33040,1354071,33040,1354071
CH,SWITZERLAND,0,0,100,29211
TW,"TAIWAN, PROVINCE OF CHINA",600650,23935888,1747657,71208908
TH,THAILAND,12018,439511,36768,1339877
AE,UNITED ARAB EMIRATES,668250,23996082,6436200,233057659
GB,UNITED KINGDOM,0,0,396,190698
US,UNITED STATES,1920711,75249023,6826339,871261433
VN,VIETNAM,0,0,25,3606
SUM,SUM,14398746,572364365,62258619,3086464974
