"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2014', 'Quantity')","('May 2014', 'CIF (Baht)')","('Jan - May 2014', 'Quantity')","('Jan - May 2014', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,127200,4423052
BE,BELGIUM,121820,8562315,632460,42771771
CN,CHINA,54900,3639176,216975,12668188
DK,DENMARK,0,0,0,8101
FI,FINLAND,0,0,24750,1597401
FR,FRANCE,24750,1633993,35750,2497712
DE,GERMANY,2390,757234,21546,20013348
GT,GUATEMALA,0,0,25,36357
IN,INDIA,0,0,6,1432
ID,INDONESIA,35000,1836722,59750,3152807
JP,JAPAN,1568426,103165897,7642828,485509187
KR,"KOREA,REPUBLIC OF",34300,1824088,202280,11141548
KW,KUWAIT,594000,29752720,2846250,143049246
MY,MALAYSIA,402500,21309384,3148712,171695119
NZ,NEW ZEALAND,0,0,50,27779
PE,PERU,0,0,140,83570
QA,QATAR,1826880,96828876,7926560,422556501
SA,SAUDI ARABIA,2772000,140351515,13928255,710585700
SG,SINGAPORE,1399020,72323709,6176000,324312202
TW,"TAIWAN, PROVINCE OF CHINA",18000,695594,63455,1995919
AE,UNITED ARAB EMIRATES,456500,23308189,3927000,200666476
GB,UNITED KINGDOM,260,78044,260,78044
US,UNITED STATES,15010,1651591,963943,58283027
SUM,SUM,9325756,507719047,47944195,2617154487
