"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2022', 'Quantity')","('Mar 2022', 'CIF (Baht)')","('Jan - Mar 2022', 'Quantity')","('Jan - Mar 2022', 'CIF (Baht)')"
CA,CANADA,100000,4152826,100000,4152826
CN,CHINA,65500,5207815,69500,5602829
DE,GERMANY,0,0,1500,525563
JP,JAPAN,20725,2340798,71925,8116671
KR,"KOREA,REPUBLIC OF",394450,36692904,970750,90236515
NL,NETHERLANDS,22000,1319125,176750,10386456
QA,QATAR,51000,2543479,127500,6315465
SA,SAUDI ARABIA,417750,18557755,729450,33836146
SG,SINGAPORE,1770000,100714932,4774345,286080196
ES,SPAIN,52800,5733300,114400,11325129
AE,UNITED ARAB EMIRATES,473000,21838522,1414875,65753480
US,UNITED STATES,378675,24417077,1597750,84635360
SUM,SUM,3745900,223518533,10148745,606966636
