"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2021', 'Quantity')","('Sept 2021', 'CIF (Baht)')","('Jan - Sept 2021', 'Quantity')","('Jan - Sept 2021', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,37300,567802
BE,BELGIUM,24750,1258577,99000,5271409
BR,BRAZIL,0,0,2750,259381
CN,CHINA,0,0,50340,421075
ID,INDONESIA,0,0,60000,2452328
JP,JAPAN,33000,2408013,213326,12501563
KR,"KOREA,REPUBLIC OF",0,0,105550,9201318
QA,QATAR,102000,4555568,688500,27976348
SA,SAUDI ARABIA,43200,2045037,2645400,101002868
SG,SINGAPORE,0,0,1,126
ES,SPAIN,0,0,30,19522
CH,SWITZERLAND,0,0,0,709
TW,"TAIWAN, PROVINCE OF CHINA",0,0,444000,18314384
AE,UNITED ARAB EMIRATES,0,0,2750,134367
US,UNITED STATES,0,0,41218,2243636
SUM,SUM,202950,10267195,4390165,180366836
