"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2019', 'Quantity')","('Oct 2019', 'CIF (Baht)')","('Jan - Oct 2019', 'Quantity')","('Jan - Oct 2019', 'CIF (Baht)')"
BE,BELGIUM,0,0,5500,831101
CA,CANADA,0,0,25,10775
CN,CHINA,2500,241120,57592,3741514
DE,GERMANY,1000,246495,1000,246495
JP,JAPAN,6075,542884,126627,9441175
KP,KOREA DPR,0,0,50,12505
KR,"KOREA,REPUBLIC OF",0,0,23207,1608623
MY,MALAYSIA,48000,1709142,120200,4285407
NL,NETHERLANDS,71525,3068918,471775,20697864
SA,SAUDI ARABIA,0,0,816750,28978712
SG,SINGAPORE,1537830,68174992,18021865,813194447
ES,SPAIN,100650,4795643,806195,42702405
AE,UNITED ARAB EMIRATES,284250,8506813,3705475,124418895
US,UNITED STATES,272250,9139409,1517173,66688552
SUM,SUM,2324080,96425416,25673434,1116858470
