"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2021', 'Quantity')","('Dec 2021', 'CIF (Baht)')","('Jan - Dec 2021', 'Quantity')","('Jan - Dec 2021', 'CIF (Baht)')"
BD,BANGLADESH,0,0,22,6590
BE,BELGIUM,11000,1304998,24300,2344479
CN,CHINA,53,24198,57876,4532039
FR,FRANCE,0,0,25,25328
IT,ITALY,0,0,600,202153
KR,"KOREA,REPUBLIC OF",104000,10828849,1485000,118918462
MY,MALAYSIA,0,0,13750,1671746
SG,SINGAPORE,0,0,8780,9350204
GB,UNITED KINGDOM,0,0,48150,3689472
US,UNITED STATES,0,0,12701,1520103
VN,VIETNAM,0,0,5680,580931
SUM,SUM,115053,12158045,1656884,142841507
