"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2020', 'Quantity')","('Apr 2020', 'CIF (Baht)')","('Jan - Apr 2020', 'Quantity')","('Jan - Apr 2020', 'CIF (Baht)')"
BE,BELGIUM,0,0,7,2851
CN,CHINA,0,0,10300,617339
FR,FRANCE,4355,815693,30265,2743413
DE,GERMANY,1750,291284,2101,350520
IN,INDIA,14000,679970,71210,3193877
IT,ITALY,0,0,1125,248530
JP,JAPAN,40422,2515114,209775,11728128
KR,"KOREA,REPUBLIC OF",243910,11963890,1056420,49907456
NL,NETHERLANDS,0,0,0,3642
RU,RUSSIAN FEDERATION,0,0,8250,1291681
US,UNITED STATES,366,48148,1022,273551
SUM,SUM,304803,16314099,1390475,70360988
