"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2020', 'Quantity')","('Jun 2020', 'CIF (Baht)')","('Jan - Jun 2020', 'Quantity')","('Jan - Jun 2020', 'CIF (Baht)')"
BE,BELGIUM,36000,4095045,84000,9343252
CN,CHINA,0,0,6496,367618
DE,GERMANY,0,0,1100,578409
IT,ITALY,0,0,5750,730083
JP,JAPAN,15700,1407774,48836,3845906
KR,"KOREA,REPUBLIC OF",43700,3774809,130100,11410612
SA,SAUDI ARABIA,0,0,24750,1055117
SG,SINGAPORE,96000,2310322,840000,22700031
SE,SWEDEN,0,0,14000,1485683
AE,UNITED ARAB EMIRATES,24700,768792,247300,7973808
GB,UNITED KINGDOM,0,0,16150,1997890
US,UNITED STATES,191640,12202478,789430,51511404
SUM,SUM,407740,24559220,2207912,112999813
