"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2012', 'Quantity')","('Apr 2012', 'CIF (Baht)')","('Jan - Apr 2012', 'Quantity')","('Jan - Apr 2012', 'CIF (Baht)')"
BE,BELGIUM,0,0,36000,3742510
CN,CHINA,15000,1096192,63000,4752619
DE,GERMANY,4625,894462,5125,1039749
IT,ITALY,2325,434610,2325,434610
JP,JAPAN,5000,479896,10516,1053276
KR,"KOREA,REPUBLIC OF",15000,1366382,46800,4319982
LU,LUXEMBOURG,0,0,2,1168
QA,QATAR,51000,2330724,255000,11466849
SG,SINGAPORE,0,0,509600,19991451
SE,SWEDEN,0,0,5600,805225
TW,"TAIWAN, PROVINCE OF CHINA",0,0,100,37449
AE,UNITED ARAB EMIRATES,13000,622715,104000,5022207
US,UNITED STATES,229138,15959314,325800,28351067
SUM,SUM,335088,23184295,1363868,81018162
