"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2017', 'Quantity')","('Jul 2017', 'CIF (Baht)')","('Jan - Jul 2017', 'Quantity')","('Jan - Jul 2017', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,52108,3075120
AT,AUSTRIA,60,35334,3775,607170
BE,BELGIUM,253900,12935356,1353650,66343592
CA,CANADA,0,0,189,111271
CN,CHINA,1993529,97115272,13570726,664832613
EG,EGYPT,0,0,50,18964
FI,FINLAND,46750,2924962,187000,11329266
FR,FRANCE,0,0,32250,1130923
DE,GERMANY,19910,5068708,73572,17766581
HK,HONG KONG,0,0,24857,1019945
HU,HUNGARY,0,0,50,20767
IN,INDIA,29000,846030,2436443,87540466
ID,INDONESIA,30600,3129332,165070,17101880
IL,ISRAEL,7000,473203,103000,7319239
IT,ITALY,2700,471983,17131,2452915
JP,JAPAN,1008479,62158000,6293389,411264162
KE,KENYA,0,0,70000,3554662
KR,"KOREA,REPUBLIC OF",2401772,110069226,14820425,709972007
MY,MALAYSIA,419915,26405656,941248,85611608
MX,MEXICO,0,0,317,219571
NL,NETHERLANDS,99000,8990874,407075,38519678
NZ,NEW ZEALAND,421,470578,1518,1659096
RU,RUSSIAN FEDERATION,0,0,180,91460
SA,SAUDI ARABIA,3039010,114466419,30671755,1189671945
SG,SINGAPORE,1722674,80188855,9624916,479306657
SK,SLOVAKIA,0,0,9700,566710
ZA,SOUTH AFRICA,0,0,222750,8606903
ES,SPAIN,0,0,27500,2450774
CH,SWITZERLAND,0,0,20,6165
TW,"TAIWAN, PROVINCE OF CHINA",31811,1957316,406536,23438812
TH,THAILAND,24825,1927077,116975,6754576
TR,TÜRKIYE,300,31121,310,53805
UA,UKRAINE,0,0,47050,1961097
AE,UNITED ARAB EMIRATES,360250,13698355,2176075,87131320
GB,UNITED KINGDOM,0,0,300,36885
US,UNITED STATES,100585,7699148,707878,49325763
VN,VIETNAM,4865,706079,1065378,46477904
SUM,SUM,11597356,551768884,85631166,4027352272
