"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2015', 'Quantity')","('Aug 2015', 'CIF (Baht)')","('Jan - Aug 2015', 'Quantity')","('Jan - Aug 2015', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,1248,309754
AT,AUSTRIA,0,0,1,8200
BE,BELGIUM,98000,6939905,882162,66056367
BR,BRAZIL,0,0,1075,159347
CA,CANADA,0,0,17000,1336500
CN,CHINA,21700,1274039,234020,14599102
FR,FRANCE,11000,1103854,22007,2143440
DE,GERMANY,0,0,230,95775
ID,INDONESIA,0,0,20,6484
IT,ITALY,0,0,33910,4689259
JP,JAPAN,109600,7230898,1409873,90450233
KR,"KOREA,REPUBLIC OF",209750,11881617,2110063,105437571
MY,MALAYSIA,137319,6593149,1105224,47475254
PT,PORTUGAL,0,0,60,45888
SA,SAUDI ARABIA,247500,12247078,519750,25973447
SG,SINGAPORE,800,123465,86200,4424825
ES,SPAIN,0,0,141,52616
TW,"TAIWAN, PROVINCE OF CHINA",143004,9201864,768609,48006432
GB,UNITED KINGDOM,0,0,300,177997
US,UNITED STATES,68803,7012788,268947,29913584
VN,VIETNAM,1000,16066,310800,4935535
SUM,SUM,1048476,63624723,7771640,446297610
