"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Feb 2016', 'Quantity')","('Feb 2016', 'CIF (Baht)')","('Jan - Feb 2016', 'Quantity')","('Jan - Feb 2016', 'CIF (Baht)')"
AU,AUSTRALIA,16000,501353,16000,501353
BE,BELGIUM,124320,7106387,383410,19950562
BR,BRAZIL,30250,3002729,41250,4080777
KH,CAMBODIA,0,0,5,1814
CN,CHINA,40820,2650500,45920,3224318
FI,FINLAND,24750,1586951,24750,1586951
DE,GERMANY,2020,4274107,2822,6216311
HK,HONG KONG,0,0,25,7830
IN,INDIA,6000,535489,6025,539105
IT,ITALY,26000,1057936,57750,3561595
JP,JAPAN,1459810,74365888,3119994,158086767
KR,"KOREA,REPUBLIC OF",98730,4421523,327005,14754161
KW,KUWAIT,544500,21027110,1336500,53927080
MY,MALAYSIA,73026,3189202,73028,3191215
NO,NORWAY,0,0,2040,312083
QA,QATAR,928000,37431575,1588500,65592495
SA,SAUDI ARABIA,3539850,130941030,7004850,268025463
SG,SINGAPORE,3212820,137029761,5597410,239863894
SE,SWEDEN,0,0,6,3913
TW,"TAIWAN, PROVINCE OF CHINA",25800,958728,41800,1587026
AE,UNITED ARAB EMIRATES,1138500,44342827,1856600,73657589
US,UNITED STATES,329708,18975583,523651,29260396
SUM,SUM,11620904,493398679,22049341,947932698
