"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2020', 'Quantity')","('Jul 2020', 'CIF (Baht)')","('Jan - Jul 2020', 'Quantity')","('Jan - Jul 2020', 'CIF (Baht)')"
CA,CANADA,0,0,12540,529097
CN,CHINA,24850,649310,93871,3508777
DE,GERMANY,0,0,4000,784127
ID,INDONESIA,0,0,25,7020
JP,JAPAN,0,0,79002,7299017
KR,"KOREA,REPUBLIC OF",0,0,15202,800854
MY,MALAYSIA,0,0,192000,6530777
NL,NETHERLANDS,0,0,200750,8194926
QA,QATAR,0,0,25500,682755
SA,SAUDI ARABIA,148500,3974484,1086750,31177548
SG,SINGAPORE,707020,26787337,6393555,286827712
ES,SPAIN,8800,546886,254700,16729008
AE,UNITED ARAB EMIRATES,841500,22141851,5273125,138144901
US,UNITED STATES,2012550,64117615,12204781,404731383
SUM,SUM,3743220,118217483,25835801,905947902
