"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2016', 'Quantity')","('Aug 2016', 'CIF (Baht)')","('Jan - Aug 2016', 'Quantity')","('Jan - Aug 2016', 'CIF (Baht)')"
AT,AUSTRIA,6750,817437,14525,2017627
BD,BANGLADESH,0,0,27,8964
BE,BELGIUM,131598,10170516,569058,45095139
BR,BRAZIL,0,0,50,22296
CA,CANADA,2250,728392,30025,8001601
CN,CHINA,501997,22703244,3901008,183020981
EG,EGYPT,225,26525,1604,171243
FR,FRANCE,0,0,34150,3540217
DE,GERMANY,12884,1028118,577854,38431815
HK,HONG KONG,0,0,217,153459
IN,INDIA,5030,421394,64909,5830255
ID,INDONESIA,109,159837,209,194113
IT,ITALY,11363,3565683,20938,6670635
JP,JAPAN,445876,46193786,3258709,356511820
KR,"KOREA,REPUBLIC OF",157150,8244500,1399535,71658216
LU,LUXEMBOURG,0,0,1500,511377
MY,MALAYSIA,325,95146,428049,26741231
NL,NETHERLANDS,21,29860,221,69976
NZ,NEW ZEALAND,0,0,1700,438589
PH,PHILIPPINES,0,0,1100,8710
QA,QATAR,408000,16005359,3697500,150516125
SA,SAUDI ARABIA,1226800,52155768,3730200,158730888
SG,SINGAPORE,2066363,107082650,15759993,846037495
ES,SPAIN,74250,5485878,262451,19839521
CH,SWITZERLAND,60,3538,10064,1164735
TW,"TAIWAN, PROVINCE OF CHINA",120745,6530327,1299152,65961794
TH,THAILAND,0,0,18041,1159210
UG,UGANDA,0,0,1905,330681
UA,UKRAINE,0,0,159350,7876480
AE,UNITED ARAB EMIRATES,513430,19606481,3477180,141635721
GB,UNITED KINGDOM,1400,361538,7005,1899063
US,UNITED STATES,466508,52399278,4815777,462081468
VN,VIETNAM,25,3865,1585,96068
SUM,SUM,6153159,353819120,43545591,2606427513
