"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2021', 'Quantity')","('Mar 2021', 'CIF (Baht)')","('Jan - Mar 2021', 'Quantity')","('Jan - Mar 2021', 'CIF (Baht)')"
AT,AUSTRIA,6000,577586,6000,577586
BE,BELGIUM,102500,9588109,156825,15457778
CA,CANADA,2250,702692,28405,3271523
CN,CHINA,1146265,52791337,3149889,134466548
FI,FINLAND,11000,665882,33000,2016065
DE,GERMANY,23250,1768184,69154,3995775
HK,HONG KONG,0,0,46750,1481569
IN,INDIA,2536,637268,4536,1026976
ID,INDONESIA,0,0,1500,108466
IL,ISRAEL,20000,1251802,38005,2296699
IT,ITALY,2750,786146,4250,1343967
JP,JAPAN,468837,46459717,908919,100329502
KR,"KOREA,REPUBLIC OF",536800,30022886,2851250,146557599
MY,MALAYSIA,900,152186,28560,2128651
NL,NETHERLANDS,0,0,13500,1722141
QA,QATAR,0,0,25500,886568
SA,SAUDI ARABIA,0,0,95850,4257103
SG,SINGAPORE,594920,25997375,1996485,84396620
ES,SPAIN,17600,1427826,38550,3111538
SE,SWEDEN,0,0,200000,13883812
TW,"TAIWAN, PROVINCE OF CHINA",16270,1197082,41322,2813423
TH,THAILAND,0,0,18150,1505307
AE,UNITED ARAB EMIRATES,221900,10837169,469050,20665649
GB,UNITED KINGDOM,0,0,1405,508707
US,UNITED STATES,1761379,93546544,5008233,246069354
VN,VIETNAM,1540,163263,58022,2895595
SUM,SUM,4936697,278573054,15293110,797774521
