"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2021', 'Quantity')","('Dec 2021', 'CIF (Baht)')","('Jan - Dec 2021', 'Quantity')","('Jan - Dec 2021', 'CIF (Baht)')"
CN,CHINA,7775,806726,1145050,80372269
JP,JAPAN,14000,2842000,1670550,128182315
KR,"KOREA,REPUBLIC OF",772000,53570536,5564470,344172680
MY,MALAYSIA,0,0,1000,2170328
TW,"TAIWAN, PROVINCE OF CHINA",0,0,1875,616952
AE,UNITED ARAB EMIRATES,0,0,1163500,64778803
GB,UNITED KINGDOM,0,0,62000,4956803
US,UNITED STATES,139227,10392612,4278827,236219136
VN,VIETNAM,0,0,144850,7269539
SUM,SUM,933002,67611874,14032122,868738825
