"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2014', 'Quantity')","('Sept 2014', 'CIF (Baht)')","('Jan - Sept 2014', 'Quantity')","('Jan - Sept 2014', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,150,49408
AT,AUSTRIA,0,0,371250,19075694
BE,BELGIUM,74250,4381780,384625,22695075
BR,BRAZIL,0,0,200,58427
CA,CANADA,22000,1294033,68750,4013248
CN,CHINA,79550,5812150,281300,21696753
DE,GERMANY,0,0,2750,305561
ID,INDONESIA,30000,2630557,215970,19851822
IL,ISRAEL,8400,811154,8500,814417
JP,JAPAN,838430,61324396,4127165,275079249
KR,"KOREA,REPUBLIC OF",0,0,22400,1373811
KW,KUWAIT,0,0,990000,49809283
MY,MALAYSIA,1089000,57571333,9575575,521819963
MX,MEXICO,0,0,200,305765
NL,NETHERLANDS,64750,3905903,229500,13805944
QA,QATAR,153000,7870677,1504500,75685850
SA,SAUDI ARABIA,2351271,121982538,20244371,1037007447
SG,SINGAPORE,378750,20237418,2100750,114383593
AE,UNITED ARAB EMIRATES,495000,26217562,3215675,170966213
GB,UNITED KINGDOM,0,0,0,1967
US,UNITED STATES,134131,11752415,1203648,89350894
SUM,SUM,5718532,325791916,44547279,2438150384
