"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2017', 'Quantity')","('Jun 2017', 'CIF (Baht)')","('Jan - Jun 2017', 'Quantity')","('Jan - Jun 2017', 'CIF (Baht)')"
BE,BELGIUM,139850,8361068,701126,45657167
CA,CANADA,8000,596146,116720,7096190
CN,CHINA,122853,7008146,503144,28535754
DE,GERMANY,10000,850896,20084,1735805
HK,HONG KONG,0,0,9,1875
IN,INDIA,0,0,2000,137845
IT,ITALY,210,4079,51220,6664180
JP,JAPAN,126450,9916015,849814,60291364
KR,"KOREA,REPUBLIC OF",597391,32230274,2328196,128411856
LA,LAO PDR,0,0,4,11613
MY,MALAYSIA,93590,4267863,762810,32311647
SA,SAUDI ARABIA,148500,7144311,965250,47619167
SG,SINGAPORE,800,129585,74215,4391876
TW,"TAIWAN, PROVINCE OF CHINA",144400,7862917,615337,37753415
GB,UNITED KINGDOM,0,0,604,454051
US,UNITED STATES,32550,2947317,765020,42098425
VN,VIETNAM,96520,674819,211530,2982596
SUM,SUM,1521114,81993436,7967083,446154826
